,index,callingcellid,date_key,call_date,caller,year_month,time,day_of_week,is_weekend,hour,time_of_day,is_home_time,latitude,longitude,provName
296,75671,4.1220301113e+14,20170109,1/9/2017 6:31:36 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 18:31:36,0,False,18,18.5166666667,True,34.3962,70.4875,Nangarhar
300,78102,4.12203011463e+14,20170111,1/11/2017 7:46:18 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-11 07:46:18,2,False,7,7.76666666667,True,34.5011,70.3906,Nangarhar
301,78215,4.1220301113e+14,20170109,1/9/2017 7:07:37 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 07:07:37,0,False,7,7.11666666667,True,34.4407,70.398,Nangarhar
303,78254,4.1220301113e+14,20170109,1/9/2017 8:36:51 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-09 20:36:51,0,False,20,20.6,True,34.3962,70.4875,Nangarhar
305,78317,4.1220301113e+14,20170114,1/14/2017 8:03:07 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 08:03:07,5,False,8,8.05,False,34.4245,70.4245,Nangarhar
306,78348,4.12203011131e+14,20170114,1/14/2017 7:10:08 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 19:10:08,5,False,19,19.1666666667,True,34.4309,70.4518,Nangarhar
307,78544,4.1220301113e+14,20170114,1/14/2017 7:43:43 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 19:43:43,5,False,19,19.7166666667,True,34.4326,70.4584,Nangarhar
308,78564,4.1220301113e+14,20170115,1/15/2017 4:21:35 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-15 16:21:35,6,False,16,16.35,True,34.4407,70.398,Nangarhar
310,80761,4.12203011463e+14,20170101,1/1/2017 7:47:57 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-01 07:47:57,6,False,7,7.78333333333,True,34.5011,70.3906,Nangarhar
311,80801,4.1220301113e+14,20170113,1/13/2017 6:22:50 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 18:22:50,4,True,18,18.3666666667,True,34.4407,70.398,Nangarhar
313,80959,4.1220301113e+14,20170108,1/8/2017 1:04:57 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-08 13:04:57,6,False,13,13.0666666667,False,34.4326,70.4584,Nangarhar
314,81730,4.1220301113e+14,20170114,1/14/2017 6:14:01 PM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-14 18:14:01,5,False,18,18.2333333333,True,34.4407,70.398,Nangarhar
316,82351,4.1220301113e+14,20170113,1/13/2017 8:08:45 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-13 08:08:45,4,True,8,8.13333333333,True,34.4407,70.398,Nangarhar
318,83006,4.1220301113e+14,20170115,1/15/2017 8:20:24 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-15 08:20:24,6,False,8,8.33333333333,False,34.4245,70.4245,Nangarhar
320,84078,4.12203011463e+14,20170117,1/17/2017 8:50:50 AM,+2P93uqI8OeRkAO1cjPnxw==,201701,2017-01-17 08:50:50,1,False,8,8.83333333333,False,34.5011,70.3906,Nangarhar
321,85717,4.1220301113e+14,20160911,9/11/2016 5:37:51 PM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-11 17:37:51,6,False,17,17.6166666667,True,34.4245,70.4245,Nangarhar
322,89566,4.1220301113e+14,20160905,9/5/2016 1:27:34 PM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-05 13:27:34,0,False,13,13.45,False,34.4202,70.4383,Nangarhar
323,95864,4.12203011231e+14,20160926,9/26/2016 7:15:19 PM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-26 19:15:19,0,False,19,19.25,True,34.4526,70.5136,Nangarhar
324,95866,4.12203011231e+14,20160926,9/26/2016 7:10:08 PM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-26 19:10:08,0,False,19,19.1666666667,True,34.4526,70.5136,Nangarhar
325,108818,4.1220301113e+14,20160903,9/3/2016 9:50:30 AM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-03 09:50:30,5,False,9,9.83333333333,False,34.4245,70.4245,Nangarhar
326,109648,4.1220301113e+14,20160903,9/3/2016 9:48:42 AM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-03 09:48:42,5,False,9,9.8,False,34.4245,70.4245,Nangarhar
327,111004,4.12203011131e+14,20160911,9/11/2016 5:13:36 PM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-11 17:13:36,6,False,17,17.2166666667,True,34.4301,70.4428,Nangarhar
328,116720,4.12203011463e+14,20160911,9/11/2016 2:57:52 PM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-11 14:57:52,6,False,14,14.95,False,34.5011,70.3906,Nangarhar
329,117548,4.1220301113e+14,20160903,9/3/2016 9:19:37 AM,+2P93uqI8OeRkAO1cjPnxw==,201609,2016-09-03 09:19:37,5,False,9,9.31666666667,False,34.4407,70.398,Nangarhar
330,128605,4.1220301113e+14,20170201,2/1/2017 7:38:57 PM,+2P93uqI8OeRkAO1cjPnxw==,201702,2017-02-01 19:38:57,2,False,19,19.6333333333,True,34.4407,70.398,Nangarhar
331,135286,4.1220301113e+14,20170220,2/20/2017 6:55:10 PM,+2P93uqI8OeRkAO1cjPnxw==,201702,2017-02-20 18:55:10,0,False,18,18.9166666667,True,34.4407,70.398,Nangarhar
332,135300,4.1220301113e+14,20170220,2/20/2017 6:56:39 PM,+2P93uqI8OeRkAO1cjPnxw==,201702,2017-02-20 18:56:39,0,False,18,18.9333333333,True,34.4407,70.398,Nangarhar
333,137077,4.1220301113e+14,20170220,2/20/2017 9:41:29 AM,+2P93uqI8OeRkAO1cjPnxw==,201702,2017-02-20 09:41:29,0,False,9,9.68333333333,False,34.4202,70.4383,Nangarhar
334,138615,4.1220301113e+14,20170226,2/26/2017 6:53:44 AM,+2P93uqI8OeRkAO1cjPnxw==,201702,2017-02-26 06:53:44,6,False,6,6.88333333333,True,34.4407,70.398,Nangarhar
335,147628,4.1220301113e+14,20161111,11/11/2016 12:06:32 PM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-11 12:06:32,4,True,12,12.1,True,34.4245,70.4245,Nangarhar
336,149056,4.1220301113e+14,20161110,11/10/2016 2:45:52 PM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-10 14:45:52,3,False,14,14.75,False,34.4407,70.398,Nangarhar
337,150483,4.1220301113e+14,20161110,11/10/2016 9:42:22 AM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-10 09:42:22,3,False,9,9.7,False,34.4202,70.4383,Nangarhar
338,152353,4.1220301113e+14,20161115,11/15/2016 2:23:07 PM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-15 14:23:07,1,False,14,14.3833333333,False,34.4202,70.4383,Nangarhar
339,153707,4.1220301113e+14,20161110,11/10/2016 9:37:43 AM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-10 09:37:43,3,False,9,9.61666666667,False,34.4202,70.4383,Nangarhar
340,154409,4.1220301113e+14,20161110,11/10/2016 9:26:56 AM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-10 09:26:56,3,False,9,9.43333333333,False,34.4202,70.4383,Nangarhar
341,161288,4.12203011463e+14,20161114,11/14/2016 4:31:34 PM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-14 16:31:34,0,False,16,16.5166666667,True,34.5011,70.3906,Nangarhar
342,162574,4.1220301113e+14,20161110,11/10/2016 9:39:48 AM,+2P93uqI8OeRkAO1cjPnxw==,201611,2016-11-10 09:39:48,3,False,9,9.65,False,34.4202,70.4383,Nangarhar
343,177358,4.1220301113e+14,20161005,10/5/2016 6:59:21 AM,+2P93uqI8OeRkAO1cjPnxw==,201610,2016-10-05 06:59:21,2,False,6,6.98333333333,True,34.4407,70.398,Nangarhar
